   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1500    0.001    0.000    0.004    0.000 common.py:293(maybe_iterable_to_list)
        2    0.000    0.000    0.000    0.000 common.py:303(is_null_slice)
       15    0.000    0.000    0.000    0.000 common.py:319(is_datetime64_dtype)
       52    0.000    0.000    0.000    0.000 common.py:33(wrapper)
     1683    0.001    0.000    0.002    0.000 common.py:352(apply_if_callable)
        3    0.000    0.000    0.000    0.000 common.py:352(is_datetime64tz_dtype)
       52    0.000    0.000    0.000    0.000 common.py:39(_unpack_zerodim_and_defer)
       12    0.000    0.000    0.000    0.000 common.py:393(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
       32    0.000    0.000    0.000    0.000 common.py:463(is_interval_dtype)
        6    0.000    0.000    0.000    0.000 common.py:494(get_compression_method)
      177    0.000    0.000    0.001    0.000 common.py:501(is_categorical_dtype)
        6    0.000    0.000    0.000    0.000 common.py:529(infer_compression)
        8    0.000    0.000    0.000    0.000 common.py:536(temp_setattr)
       24    0.000    0.000    0.000    0.000 common.py:537(is_string_or_object_np_dtype)
      805    0.001    0.000    0.003    0.000 common.py:556(require_length_match)
      305    0.002    0.000    0.158    0.001 common.py:57(new_method)
      251    0.001    0.000    0.002    0.000 common.py:585(is_dtype_equal)
        9    0.000    0.000    0.000    0.000 common.py:61(flatten)
        2    0.000    0.000    0.000    0.000 common.py:641(resolve_numeric_only)
        6    0.000    0.000    0.001    0.000 common.py:645(get_handle)
      102    0.000    0.000    0.000    0.000 common.py:684(is_integer_dtype)
       64    0.000    0.000    0.000    0.000 common.py:736(is_signed_integer_dtype)
      616    0.001    0.000    0.008    0.000 common.py:77(get_op_result_name)
        1    0.000    0.000    0.000    0.000 common.py:78(IOArgs)
       59    0.000    0.000    0.000    0.000 common.py:790(is_unsigned_integer_dtype)
        1    0.000    0.000    0.006    0.006 common.py:8(pyparsing_common)
        1    0.000    0.000    0.000    0.000 common.py:91(IOHandles)
        1    0.000    0.000    0.000    0.000 common.py:925(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 common.py:951(_BytesTarFile)
     1657    0.004    0.000    0.014    0.000 common.py:96(is_bool_indexer)
      459    0.002    0.000    0.003    0.000 common.py:99(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.007    0.002 concat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 concat.py:103(<listcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:108(<setcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:109(<setcomp>)
        8    0.000    0.000    0.000    0.000 concat.py:110(<genexpr>)
       12    0.000    0.000    0.000    0.000 concat.py:113(<genexpr>)
        4    0.000    0.000    0.000    0.000 concat.py:116(<setcomp>)
       12    0.000    0.000    0.000    0.000 concat.py:117(<genexpr>)
        7    0.000    0.000    0.212    0.030 concat.py:146(concat)
        4    0.000    0.000    0.031    0.008 concat.py:176(concatenate_managers)
        4    0.000    0.000    0.000    0.000 concat.py:199(<listcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:246(_maybe_reindex_columns_na_proxy)
        8    0.000    0.000    0.000    0.000 concat.py:278(_get_mgr_concatenation_plan)
        1    0.000    0.000    0.000    0.000 concat.py:353(JoinUnit)
       11    0.000    0.000    0.000    0.000 concat.py:354(__init__)
        1    0.000    0.000    0.000    0.000 concat.py:384(_Concatenator)
        7    0.002    0.000    0.021    0.003 concat.py:389(__init__)
        7    0.001    0.000    0.005    0.001 concat.py:476(<listcomp>)
        7    0.000    0.000    0.191    0.027 concat.py:565(get_result)
        7    0.000    0.000    0.000    0.000 concat.py:625(_get_result_dim)
        7    0.000    0.000    0.010    0.001 concat.py:631(_get_new_axes)
        7    0.000    0.000    0.010    0.001 concat.py:633(<listcomp>)
        7    0.000    0.000    0.003    0.000 concat.py:638(_get_comb_axis)
        7    0.002    0.000    0.007    0.001 concat.py:648(_get_concat_axis)
        4    0.000    0.000    0.000    0.000 concat.py:682(<listcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:701(_maybe_check_integrity)
       15    0.000    0.000    0.000    0.000 concat.py:705(_combine_concat_plans)
        4    0.000    0.000    0.001    0.000 concat.py:708(_concat_indexes)
        4    0.000    0.000    0.000    0.000 concat.py:71(concat_compat)
        8    0.000    0.000    0.000    0.000 concat.py:92(is_nonempty)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
     1572    0.007    0.000    0.019    0.000 config.py:116(_get_single_key)
     1572    0.004    0.000    0.031    0.000 config.py:134(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:211(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:214(__init__)
        1    0.000    0.000    0.000    0.000 config.py:257(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:258(__init__)
     1572    0.003    0.000    0.033    0.000 config.py:262(__call__)
        1    0.000    0.000    0.000    0.000 config.py:421(option_context)
       79    0.000    0.000    0.001    0.000 config.py:453(register_option)
        2    0.000    0.000    0.000    0.000 config.py:528(deprecate_option)
     1572    0.002    0.000    0.002    0.000 config.py:579(_select_options)
     1572    0.006    0.000    0.008    0.000 config.py:597(_get_root)
     3144    0.005    0.000    0.005    0.000 config.py:611(_get_deprecated_option)
     1572    0.001    0.000    0.003    0.000 config.py:638(_translate_key)
     1572    0.002    0.000    0.006    0.000 config.py:650(_warn_if_deprecated)
       50    0.000    0.000    0.000    0.000 config.py:742(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:76(DeprecatedOption)
       75    0.000    0.000    0.000    0.000 config.py:772(wrap)
       79    0.000    0.000    0.001    0.000 config.py:773(inner)
        4    0.000    0.000    0.000    0.000 config.py:797(is_type_factory)
       29    0.000    0.000    0.000    0.000 config.py:811(inner)
        9    0.000    0.000    0.000    0.000 config.py:818(is_instance_factory)
        1    0.000    0.000    0.000    0.000 config.py:83(RegisteredOption)
       11    0.000    0.000    0.000    0.000 config.py:837(inner)
       20    0.000    0.000    0.000    0.000 config.py:844(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 config.py:846(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:847(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:849(inner)
        8    0.000    0.000    0.000    0.000 config.py:863(is_nonnegative_int)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:340(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:745(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        2    0.000    0.000    0.000    0.000 construction.py:1(<module>)
        9    0.000    0.000    0.156    0.017 construction.py:100(arrays_to_mgr)
      766    0.001    0.000    0.001    0.000 construction.py:231(mgr_to_mgr)
      757    0.016    0.000    0.073    0.000 construction.py:272(ndarray_to_mgr)
     1179    0.002    0.000    0.011    0.000 construction.py:399(extract_array)
      757    0.002    0.000    0.005    0.000 construction.py:405(_check_values_indices_shape_match)
        9    0.000    0.000    0.169    0.019 construction.py:423(dict_to_mgr)
     4056    0.006    0.000    0.006    0.000 construction.py:461(ensure_wrapped_if_datetimelike)
        3    0.001    0.000    0.004    0.001 construction.py:481(<listcomp>)
        3    0.000    0.000    0.001    0.000 construction.py:482(<listcomp>)
        9    0.000    0.000    0.000    0.000 construction.py:488(<listcomp>)
      835    0.011    0.000    0.036    0.000 construction.py:493(sanitize_array)
      757    0.003    0.000    0.005    0.000 construction.py:540(_prep_ndarraylike)
        9    0.005    0.001    0.145    0.016 construction.py:588(_homogenize)
      835    0.002    0.000    0.003    0.000 construction.py:676(_sanitize_ndim)
      835    0.001    0.000    0.001    0.000 construction.py:713(_sanitize_str_dtypes)
      835    0.001    0.000    0.001    0.000 construction.py:733(_maybe_repeat)
      757    0.002    0.000    0.008    0.000 construction.py:739(_get_axes)
      835    0.004    0.000    0.009    0.000 construction.py:744(_try_cast)
      798    0.002    0.000    0.003    0.000 construction.py:861(is_empty_data)
        6    0.000    0.000    0.002    0.000 construction.py:881(create_series_with_explicit_dtype)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:110(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:78(ErrorbarContainer)
       65    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       65    0.000    0.000    0.002    0.000 contextlib.py:130(__enter__)
       65    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       31    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       65    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:335(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:337(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:339(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.001    0.001 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:216(RNGContext)
        1    0.000    0.000    0.083    0.083 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1393(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:653(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:76(ContourLabeler)
        6    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
      402    0.001    0.000    0.001    0.000 copy.py:259(_reconstruct)
      412    0.001    0.000    0.003    0.000 copy.py:66(copy)
      402    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
       14    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.027    0.009 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
        1    0.000    0.000    0.000    0.000 core.py:106(<listcomp>)
       11    0.000    0.000    0.004    0.000 core.py:1076(parse_string)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
       62    0.000    0.000    0.001    0.000 core.py:1352(__add__)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        5    0.000    0.000    0.000    0.000 core.py:1392(__radd__)
        4    0.000    0.000    0.000    0.000 core.py:1437(__mul__)
        9    0.000    0.000    0.000    0.000 core.py:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
     12/2    0.000    0.000    0.000    0.000 core.py:1503(makeOptionalList)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        3    0.000    0.000    0.000    0.000 core.py:1613(__invert__)
        1    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
        8    0.000    0.000    0.000    0.000 core.py:1663(__call__)
        3    0.000    0.000    0.000    0.000 core.py:1683(suppress)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
      128    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
  213/110    0.000    0.000    0.001    0.000 core.py:1832(default_name)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
  264/157    0.000    0.000    0.002    0.000 core.py:1857(name)
   146/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
       94    0.000    0.000    0.000    0.000 core.py:1868(streamline)
       40    0.000    0.000    0.000    0.000 core.py:1873(recurse)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
        1    0.000    0.000    0.000    0.000 core.py:192(_should_enable_warnings)
      144    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:213(update_user_library)
